Cholera,A00-Cholera
Otvorená rana drieku a panvy,S31.0-Otvorená rana drieku a panvy
Otvorená rana brušnej steny,S31.1-Otvorená rana brušnej steny
Otvorená rana penisu,S31.2-Otvorená rana penisu
Otvorená rana skróta a semenníkov,S31.3-Otvorená rana skróta a semenníkov
Otvorená rana pošvy a vulvy,S31.4-Otvorená rana pošvy a vulvy
Otvorená rana iných a bližšie neurčených častí vonkajších pohlavných orgánov,S31.5-Otvorená rana iných a bližšie neurčených
"Viaceré otvorené rany brucha, drieku a panvy",S31.7-Viaceré otvorené rany brucha, drieku a p
Otvorená rana inej a bližšie neurčenej časti brucha,S31.80-Otvorená rana inej a bližšie neurčenej č
Zlomenina driekovej časti chrbtice a panvy,S32-Zlomenina driekovej časti chrbtice a pan
"Zlomenina driekového stavca, úroveň bližšie neurčená",S32.00-Zlomenina driekového stavca, úroveň bliž
Zlomenina driekového stavca L1,S32.01-Zlomenina driekového stavca L1
Zlomenina driekového stavca L2,S32.02-Zlomenina driekového stavca L2
Zlomenina driekového stavca L3,S32.03-Zlomenina driekového stavca L3
Zlomenina driekového stavca L4,S32.04-Zlomenina driekového stavca L4
Zlomenina driekového stavca L5,S32.05-Zlomenina driekového stavca L5
Zlomenina krížovej kosti,S32.1-Zlomenina krížovej kosti
Zlomenina kostrče,S32.2-Zlomenina kostrče
Zlomenina os ilium,S32.3-Zlomenina os ilium
Zlomenina acetabula,S32.4-Zlomenina acetabula
Zlomenina os pubis,S32.5-Zlomenina os pubis
Viaceré zlomeniny driekovej chrbtice a panvy,S32.7-Viaceré zlomeniny driekovej chrbtice a p
Zlomenina os ischium,S32.81-Zlomenina os ischium
"Zlomenina driekovej chrbtice a krížovej kosti, bližšie neurčená časť",S32.82-Zlomenina driekovej chrbtice a krížovej 
"Zlomenina panvy, bližšie neurčená časť",S32.83-Zlomenina panvy, bližšie neurčená časť
Zlomenina iných a viacerých častí panvy,S32.89-Zlomenina iných a viacerých častí panvy
"Vykĺbenie, vyvrtnutie a natiahnutie kĺbov a väzov driekovej chrbtice a panvy",S33-Vykĺbenie, vyvrtnutie a natiahnutie kĺbo
Úrazové natrhnutie driekovej medzistavcovej platničky,S33.0-Úrazové natrhnutie driekovej medzistavco
"Vykĺbenie driekového stavca, úroveň bližšie neurčená",S33.10-Vykĺbenie driekového stavca, úroveň bliž
Vykĺbenie driekového stavca L1/L2,S33.11-Vykĺbenie driekového stavca L1/L2
Vykĺbenie driekového stavca L2/L3,S33.12-Vykĺbenie driekového stavca L2/L3
Vykĺbenie driekového stavca L3/L4,S33.13-Vykĺbenie driekového stavca L3/L4
Vykĺbenie driekového stavca L4/L5,S33.14-Vykĺbenie driekového stavca L4/L5
Vykĺbenie driekového stavca L5/S1,S33.15-Vykĺbenie driekového stavca L5/S1
Vykĺbenie sakroiliakálneho kĺbu a krížovokostrčového spojenia,S33.2-Vykĺbenie sakroiliakálneho kĺbu a krížov
Vykĺbenie iných a bližšie neurčených častí driekovej chrbtice a panvy,S33.3-Vykĺbenie iných a bližšie neurčených čas
Úrazové natrhnutie (pretrhnutie) lonovej spony (symfýzy),S33.4-Úrazové natrhnutie (pretrhnutie) lonovej
Vyvrtnutie a natiahnutie driekovej chrbtice: bližšie neurčené,S33.50-Vyvrtnutie a natiahnutie driekovej chrbt
Vyvrtnutie a natiahnutie driekovokrížového spojenia a jeho väzov,S33.51-Vyvrtnutie a natiahnutie driekovokrížové
Vyvrtnutie a natiahnutie sakroiliakálneho kĺbu,S33.6-Vyvrtnutie a natiahnutie sakroiliakálneh
Vyvrtnutie a natiahnutie iných a bližšie neurčených častí driekovej chrbtice a panvy,S33.7-Vyvrtnutie a natiahnutie iných a bližšie
"Poranenie nervov a miechy v úrovni brucha, drieku a panvy",S34-Poranenie nervov a miechy v úrovni bruch
Otras a opuch driekovej časti miechy,S34.0-Otras a opuch driekovej časti miechy
Kompletné priečne poranenie driekovej časti miechy,S34.10-Kompletné priečne poranenie driekovej ča
Nekompletné priečne poranenie driekovej časti miechy,S34.11-Nekompletné priečne poranenie driekovej 
Iné poranenie driekovej časti miechy,S34.18-Iné poranenie driekovej časti miechy
Poranenie driekového a krížového nervového koreňa,S34.2-Poranenie driekového a krížového nervové
Kompletný úrazový syndróm cauda equina,S34.30-Kompletný úrazový syndróm cauda equina
Nekompletný úrazový syndróm cauda equina,S34.31-Nekompletný úrazový syndróm cauda equina
Iné a bližšie neurčené poranenie cauda equina,S34.38-Iné a bližšie neurčené poranenie cauda e
Poranenie plexus lumbosacralis,S34.4-Poranenie plexus lumbosacralis
Poranenie nervov driekového a krížového sympatika a panvových sympatikových nervov,S34.5-Poranenie nervov driekového a krížového 
"Poranenie periférneho nervu (nervov) brucha, drieku a panvy",S34.6-Poranenie periférneho nervu (nervov) bru
"Poranenie iných a bližšie neurčených nervov brucha, drieku a panvy",S34.8-Poranenie iných a bližšie neurčených ner
"Poranenie krvných ciev v úrovni brucha, drieku a panvy",S35-Poranenie krvných ciev v úrovni brucha, 
Poranenie brušnej aorty,S35.0-Poranenie brušnej aorty
Poranenie dolnej dutej žily,S35.1-Poranenie dolnej dutej žily
Poranenie truncus coeliacus alebo a.mesenterica,S35.2-Poranenie truncus coeliacus alebo a.mese
Poranenie v. portae alebo v. lienalis,S35.3-Poranenie v. portae alebo v. lienalis
Poranenie krvných ciev obličky,S35.4-Poranenie krvných ciev obličky
Poranenie iliakálnych krvných ciev,S35.5-Poranenie iliakálnych krvných ciev
"Poranenie viacerých krvných ciev brucha, drieku a panvy",S35.7-Poranenie viacerých krvných ciev brucha,
"Poranenie iných krvných ciev brucha, drieku a panvy",S35.8-Poranenie iných krvných ciev brucha, dri
"Poranenie bližšie neurčenej krvnej cievy v úrovni brucha, drieku a panvy",S35.9-Poranenie bližšie neurčenej krvnej cievy
Poranenie vnútrobrušných orgánov,S36-Poranenie vnútrobrušných orgánov
"Poranenie sleziny, bližšie neurčené",S36.00-Poranenie sleziny, bližšie neurčené
Hematóm sleziny,S36.01-Hematóm sleziny
"Roztrhnutie puzdra sleziny, bez väčších trhlín parenchýmu",S36.02-Roztrhnutie puzdra sleziny, bez väčších 
Tržné poranenie sleziny vrátane parenchýmu,S36.03-Tržné poranenie sleziny vrátane parenchý
Masívna ruptúra parenchýmu sleziny,S36.04-Masívna ruptúra parenchýmu sleziny
Iné poranenie sleziny,S36.08-Iné poranenie sleziny
"Poranenie pečene, bližšie neurčené",S36.10-Poranenie pečene, bližšie neurčené
Pomliaždenie a hematóm pečene,S36.11-Pomliaždenie a hematóm pečene
"Tržné poranenie pečene, bližšie neurčené",S36.12-Tržné poranenie pečene, bližšie neurčené
Ľahké tržné poranenie pečene,S36.13-Ľahké tržné poranenie pečene
Stredne ťažké poranenie pečene,S36.14-Stredne ťažké poranenie pečene
Ťažké tržné poranenie pečene,S36.15-Ťažké tržné poranenie pečene
Iné poranenie pečene,S36.16-Iné poranenie pečene
Poranenie žlčníka,S36.17-Poranenie žlčníka
Poranenie žlčových ciest,S36.18-Poranenie žlčových ciest
"Poranenie pankreasu, časť bližšie neurčená",S36.20-Poranenie pankreasu, časť bližšie neurče
Poranenie hlavy pankreasu,S36.21-Poranenie hlavy pankreasu
Poranenie tela pankreasu,S36.22-Poranenie tela pankreasu
Poranenie chvosta pankreasu,S36.23-Poranenie chvosta pankreasu
Poranenie inej a viacerých častí pankreasu,S36.29-Poranenie inej a viacerých častí pankrea
Poranenie žalúdka,S36.3-Poranenie žalúdka
"Poranenie tenkého čreva, časť bližšie neurčená",S36.40-Poranenie tenkého čreva, časť bližšie ne
Poranenie duodena,S36.41-Poranenie duodena
Poranenie iných a viacerých častí tenkého čreva,S36.49-Poranenie iných a viacerých častí tenkéh
"Poranenie hrubého čreva, časť bližšie neurčená",S36.50-Poranenie hrubého čreva, časť bližšie ne
Poranenie colon ascendens,S36.51-Poranenie colon ascendens
Poranenie colon transversum,S36.52-Poranenie colon transversum
Poranenie colon descendens,S36.53-Poranenie colon descendens
Poranenie colon sigmoideum,S36.54-Poranenie colon sigmoideum
Poranenie iných a viacerých častí hrubého čreva,S36.59-Poranenie iných a viacerých častí hrubéh
Poranenie konečníka,S36.6-Poranenie konečníka
Poranenie viacerých vnútrobrušných orgánov,S36.7-Poranenie viacerých vnútrobrušných orgán
Poranenie pobrušnice,S36.81-Poranenie pobrušnice
Poranenie mezentéria,S36.82-Poranenie mezentéria
Poranenie retroperitonea,S36.83-Poranenie retroperitonea
Poranenie iných vnútrobrušných orgánov,S36.88-Poranenie iných vnútrobrušných orgánov
Poranenie bližšie neurčeného vnútrobrušného orgánu,S36.9-Poranenie bližšie neurčeného vnútrobrušn
Poranenie močových orgánov a panvových orgánov,S37-Poranenie močových orgánov a panvových o
"Poranenie obličky, bližšie neurčené",S37.00-Poranenie obličky, bližšie neurčené
Pomliaždenie a hematóm obličky,S37.01-Pomliaždenie a hematóm obličky
Tržné poranenie obličky,S37.02-Tržné poranenie obličky
Kompletná ruptúra parenchýmu obličky,S37.03-Kompletná ruptúra parenchýmu obličky
Poranenie močovodu,S37.1-Poranenie močovodu
"Poranenie močového mechúra, bližšie neurčené",S37.20-Poranenie močového mechúra, bližšie neur
Pomliaždenie močového mechúra,S37.21-Pomliaždenie močového mechúra
Roztrhnutie močového mechúra,S37.22-Roztrhnutie močového mechúra
Iné poranenie močového mechúra,S37.28-Iné poranenie močového mechúra
"Poranenie močovej rúry, bližšie neurčené",S37.30-Poranenie močovej rúry, bližšie neurčené
"Poranenie močovej rúry, pars membranacea",S37.31-Poranenie močovej rúry, pars membranacea
"Poranenie močovej rúry, pars spongiosa",S37.32-Poranenie močovej rúry, pars spongiosa
"Poranenie močovej rúry, pars prostatica",S37.33-Poranenie močovej rúry, pars prostatica
"Poranenie močovej rúry, iná časť",S37.38-Poranenie močovej rúry, iná časť
Poranenie vaječníka,S37.4-Poranenie vaječníka
Poranenie vajíčkovodu,S37.5-Poranenie vajíčkovodu
Poranenie maternice,S37.6-Poranenie maternice
Poranenie viacerých panvových orgánov,S37.7-Poranenie viacerých panvových orgánov
Poranenie nadobličky,S37.81-Poranenie nadobličky
Poranenie prostaty,S37.82-Poranenie prostaty
Poranenie semenného váčka,S37.83-Poranenie semenného váčka
Poranenie semenovodu,S37.84-Poranenie semenovodu
Poranenie iných panvových orgánov,S37.88-Poranenie iných panvových orgánov
Poranenie bližšie neurčeného panvového orgánu,S37.9-Poranenie bližšie neurčeného panvového o
"Drvivé poranenie a úrazová amputácia časti brucha, drieku a panvy",S38-Drvivé poranenie a úrazová amputácia čas
Drvivé poranenie vonkajších pohlavných orgánov,S38.0-Drvivé poranenie vonkajších pohlavných o
"Drvivé poranenie iných a bližšie neurčených častí brucha, drieku a panvy",S38.1-Drvivé poranenie iných a bližšie neurčen
Úrazová amputácia vonkajších pohlavných orgánov,S38.2-Úrazová amputácia vonkajších pohlavných 
"Úrazová amputácia iných a bližšie neurčených častí brucha, drieku a panvy",S38.3-Úrazová amputácia iných a bližšie neurče
"Iné a bližšie neurčené poranenie brucha, drieku a panvy",S39-Iné a bližšie neurčené poranenie brucha,
"Poranenie svalu a šľachy brucha, drieku a panvy",S39.0-Poranenie svalu a šľachy brucha, drieku 
Poranenie vnútrobrušných orgánov s poranením panvových orgánov,S39.6-Poranenie vnútrobrušných orgánov s poran
"Viaceré poranenia brucha, drieku a panvy",S39.7-Viaceré poranenia brucha, drieku a panvy
Zlomenina penisu,S39.80-Zlomenina penisu
"Iné poranenia brucha, driekovokrížovej oblasti a panvy, bližšie určené",S39.88-Iné poranenia brucha, driekovokrížovej o
"Poranenie brucha, drieku a panvy, bližšie neurčené",S39.9-Poranenie brucha, drieku a panvy, bližši
Povrchové poranenie pleca a ramena,S40-Povrchové poranenie pleca a ramena
Pomliaždenie pleca a ramena,S40.0-Pomliaždenie pleca a ramena
Viaceré povrchové poranenia pleca a ramena,S40.7-Viaceré povrchové poranenia pleca a rame
Iné povrchové poranenia pleca a ramena: odrenina,S40.81-Iné povrchové poranenia pleca a ramena: 
Iné povrchové poranenia pleca a ramena: tvorba pľuzgierov (netermických),S40.82-Iné povrchové poranenia pleca a ramena: 
Iné povrchové poranenia pleca a ramena: uštipnutie hmyzom alebo vpich (nejedovatý),S40.83-Iné povrchové poranenia pleca a ramena: 
Iné povrchové poranenia pleca a ramena: povrchové cudzie telesá (úlomky),S40.84-Iné povrchové poranenia pleca a ramena: 
Iné povrchové poranenia pleca a ramena: iné,S40.88-Iné povrchové poranenia pleca a ramena: 
"Povrchové poranenie pleca a ramena, bližšie neurčené",S40.9-Povrchové poranenie pleca a ramena, bliž
Otvorená rana pleca a ramena,S41-Otvorená rana pleca a ramena
Otvorená rana pleca,S41.0-Otvorená rana pleca
Otvorená rana ramena,S41.1-Otvorená rana ramena
Viaceré otvorené rany pleca a ramena,S41.7-Viaceré otvorené rany pleca a ramena
Bližšie neurčená otvorená rana inej a bližšie neurčenej časti plecového pletenca,S41.80-Bližšie neurčená otvorená rana inej a bl
Zlomenina pleca a ramena,S42-Zlomenina pleca a ramena
"Zlomenina kľúčnej kosti, časť bližšie neurčená",S42.00-Zlomenina kľúčnej kosti, časť bližšie ne
"Zlomenina kľúčnej kosti, mediálna tretina",S42.01-Zlomenina kľúčnej kosti, mediálna tretin
"Zlomenina kľúčnej kosti, stredná tretina",S42.02-Zlomenina kľúčnej kosti, stredná tretina
"Zlomenina kľúčnej kosti, laterálna tretina",S42.03-Zlomenina kľúčnej kosti, laterálna treti
"Zlomenina kľúčnej kosti, viacnásobná",S42.09-Zlomenina kľúčnej kosti, viacnásobná
"Zlomenina lopatky, časť bližšie neurčená",S42.10-Zlomenina lopatky, časť bližšie neurčená
"Zlomenina lopatky, telo",S42.11-Zlomenina lopatky, telo
"Zlomenina lopatky, akromion",S42.12-Zlomenina lopatky, akromion
"Zlomenina lopatky, processus coracoideus",S42.13-Zlomenina lopatky, processus coracoideus
"Zlomenina lopatky, cavitas glenoidalis a krčok lopatky",S42.14-Zlomenina lopatky, cavitas glenoidalis a
"Zlomenina lopatky, viacnásobná",S42.19-Zlomenina lopatky, viacnásobná
"Zlomenina horného konca ramennej kosti, časť bližšie neurčená",S42.20-Zlomenina horného konca ramennej kosti, 
"Zlomenina horného konca ramennej kosti, hlava",S42.21-Zlomenina horného konca ramennej kosti, 
"Zlomenina horného konca ramennej kosti, collum chirurgicum",S42.22-Zlomenina horného konca ramennej kosti, 
"Zlomenina horného konca ramennej kosti, collum anatomicum",S42.23-Zlomenina horného konca ramennej kosti, 
"Zlomenina horného konca ramennej kosti, tuberculum majus",S42.24-Zlomenina horného konca ramennej kosti, 
"Zlomenina horného konca ramennej kosti, iné a mnohopočetné časti",S42.29-Zlomenina horného konca ramennej kosti, 
Zlomenina diafýzy ramennej kosti,S42.3-Zlomenina diafýzy ramennej kosti
"Zlomenina dolného konca ramennej kosti, časť bližšie neurčená",S42.40-Zlomenina dolného konca ramennej kosti, 
"Zlomenina dolného konca ramennej kosti, suprakondylová",S42.41-Zlomenina dolného konca ramennej kosti, 
"Zlomenina dolného konca ramennej kosti, epicondylus lateralis",S42.42-Zlomenina dolného konca ramennej kosti, 
"Zlomenina dolného konca ramennej kosti, epicondylus medialis",S42.43-Zlomenina dolného konca ramennej kosti, 
"Zlomenina dolného konca ramennej kosti, epicondylus, epicondyly, bližšie neurčené",S42.44-Zlomenina dolného konca ramennej kosti, 
"Zlomenina dolného konca ramennej kosti, transkondylová (tvaru T alebo Y)",S42.45-Zlomenina dolného konca ramennej kosti, 
"Zlomenina dolného konca ramennej kosti, iné a viaceré časti",S42.49-Zlomenina dolného konca ramennej kosti, 
"Viaceré zlomeniny kľúčnej kosti, lopatky a ramennej kosti",S42.7-Viaceré zlomeniny kľúčnej kosti, lopatky
Zlomenina iných častí pleca a ramena,S42.8-Zlomenina iných častí pleca a ramena
Zlomenina plecového pletenca,S42.9-Zlomenina plecového pletenca
"Vykĺbenie, vyvrtnutie a natiahnutie kĺbov a väzov plecového pletenca",S43-Vykĺbenie, vyvrtnutie a natiahnutie kĺbo
"Vykĺbenie plecového kĺbu, bližšie neurčené",S43.00-Vykĺbenie plecového kĺbu, bližšie neurče
Vykĺbenie ramennej kosti dopredu,S43.01-Vykĺbenie ramennej kosti dopredu
Vykĺbenie ramennej kosti dozadu,S43.02-Vykĺbenie ramennej kosti dozadu
Vykĺbenie ramennej kosti dole,S43.03-Vykĺbenie ramennej kosti dole
Vykĺbenie iných častí ramena,S43.08-Vykĺbenie iných častí ramena
Vykĺbenie akromioklavikulárneho kĺbu,S43.1-Vykĺbenie akromioklavikulárneho kĺbu
Vykĺbenie sternoklavikulárneho kĺbu,S43.2-Vykĺbenie sternoklavikulárneho kĺbu
Vykĺbenie iných a bližšie neurčených častí plecového pletenca,S43.3-Vykĺbenie iných a bližšie neurčených čas
Vyvrtnutie a natiahnutie plecového kĺbu,S43.4-Vyvrtnutie a natiahnutie plecového kĺbu
Vyvrtnutie a natiahnutie akromioklavikulárneho kĺbu,S43.5-Vyvrtnutie a natiahnutie akromioklavikul
Vyvrtnutie a natiahnutie sternoklavikulárneho kĺbu,S43.6-Vyvrtnutie a natiahnutie sternoklavikulá
Vyvrtnutie a natiahnutie inej a bližšie neurčenej časti plecového pletenca,S43.7-Vyvrtnutie a natiahnutie inej a bližšie 
Poranenie nervov v úrovni pleca a ramena,S44-Poranenie nervov v úrovni pleca a ramena
Poranenie n.ulnaris v úrovni ramena,S44.0-Poranenie n.ulnaris v úrovni ramena
