Cholera,A00-Cholera
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při neprovozní (mimosilniční) nehodě; odpočinek‚ spánek‚ jídlo,V51.04-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při neprovozní (mimosilniční) nehodě; jiné určené činnosti,V51.08-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při neprovozní (mimosilniční) nehodě; neurčené činnosti,V51.09-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; cestující zraněný při neprovozní (mimosilniční) nehodě,V51.1-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; cestující zraněný při neprovozní (mimosilniční) nehodě; sport,V51.10-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; cestující zraněný při neprovozní (mimosilniční) nehodě; volný čas,V51.11-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; cestující zraněný při neprovozní (mimosilniční) nehodě; výdělečná činnost,V51.12-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; cestující zraněný při neprovozní (mimosilniční) nehodě; jiné práce,V51.13-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; cestující zraněný při neprovozní (mimosilniční) nehodě; odpočinek‚ spánek‚ jídlo,V51.14-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; cestující zraněný při neprovozní (mimosilniční) nehodě; jiné určené činnosti,V51.18-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; cestující zraněný při neprovozní (mimosilniční) nehodě; neurčené činnosti,V51.19-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba vně vozidla zraněná při neprovozní (mimosilniční) nehodě,V51.2-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba vně vozidla zraněná při neprovozní (mimosilniční) nehodě; sport,V51.20-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba vně vozidla zraněná při neprovozní (mimosilniční) nehodě; volný čas,V51.21-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba vně vozidla zraněná při neprovozní (mimosilniční) nehodě; výdělečná činnost,V51.22-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba vně vozidla zraněná při neprovozní (mimosilniční) nehodě; jiné práce,V51.23-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba vně vozidla zraněná při neprovozní (mimosilniční) nehodě; odpočinek‚ spánek‚ jídlo,V51.24-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba vně vozidla zraněná při neprovozní (mimosilniční) nehodě; jiné určené činnosti,V51.28-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba vně vozidla zraněná při neprovozní (mimosilniční) nehodě; neurčené činnosti,V51.29-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; neurčený člen osádky dodávkového či lehkého nákladního automobilu zraněný při neprovozní (mimosilniční) nehodě,V51.3-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; neurčený člen osádky dodávkového či lehkého nákladního automobilu zraněný při neprovozní (mimosilniční) nehodě; sport,V51.30-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; neurčený člen osádky dodávkového či lehkého nákladního automobilu zraněný při neprovozní (mimosilniční) nehodě; volný čas,V51.31-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; neurčený člen osádky dodávkového či lehkého nákladního automobilu zraněný při neprovozní (mimosilniční) nehodě; výdělečná činnost,V51.32-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; neurčený člen osádky dodávkového či lehkého nákladního automobilu zraněný při neprovozní (mimosilniční) nehodě; jiné práce,V51.33-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; neurčený člen osádky dodávkového či lehkého nákladního automobilu zraněný při neprovozní (mimosilniční) nehodě; odpočinek‚ spánek‚ jídlo,V51.34-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; neurčený člen osádky dodávkového či lehkého nákladního automobilu zraněný při neprovozní (mimosilniční) nehodě; jiné určené činnosti,V51.38-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; neurčený člen osádky dodávkového či lehkého nákladního automobilu zraněný při neprovozní (mimosilniční) nehodě; neurčené činnosti,V51.39-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba zraněná při nastupování nebo vystupování,V51.4-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba zraněná při nastupování nebo vystupování; sport,V51.40-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba zraněná při nastupování nebo vystupování; volný čas,V51.41-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba zraněná při nastupování nebo vystupování; výdělečná činnost,V51.42-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba zraněná při nastupování nebo vystupování; jiné práce,V51.43-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba zraněná při nastupování nebo vystupování; odpočinek‚ spánek‚ jídlo,V51.44-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba zraněná při nastupování nebo vystupování; jiné určené činnosti,V51.48-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; osoba zraněná při nastupování nebo vystupování; neurčené činnosti,V51.49-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při provozní (silniční) nehodě,V51.5-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při provozní (silniční) nehodě; sport,V51.50-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při provozní (silniční) nehodě; volný čas,V51.51-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při provozní (silniční) nehodě; výdělečná činnost,V51.52-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při provozní (silniční) nehodě; jiné práce,V51.53-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při provozní (silniční) nehodě; odpočinek‚ spánek‚ jídlo,V51.54-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při provozní (silniční) nehodě; jiné určené činnosti,V51.58-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; řidič zraněný při provozní (silniční) nehodě; neurčené činnosti,V51.59-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; cestující zraněný při provozní (silniční) nehodě,V51.6-Člen osádky dodávkového nebo lehkého nák
Člen osádky dodávkového nebo lehkého nákladního automobilu zraněný při srážce s jízdním kolem; cestující zraněný při provozní (silniční) nehodě; sport,V51.60-Člen osádky dodávkového nebo lehkého nák
